fight_id,sport_key,sport_title,commence_time,home_team,away_team,outcome,barstool,betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanduel,lowvig,mybookieag,superbook,twinspires,unibet_us,williamhill_us
09a28e4b164e545ff115e180eb32c83d,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Randy Brown,Wellington Turman,Wellington Turman,205.0,200.0,205.0,205.0,195.0,,205.0,210.0,205.0,,,205.0,205.0,205.0
0d14a6c3b95121d8a6928aae1e4110c5,mma_mixed_martial_arts,MMA,2023-07-30T02:00:00Z,Derrick Lewis,Marcos Rogerio de Lima,Derrick Lewis,,,,,,,-110.0,-128.0,,,,,,
0d14a6c3b95121d8a6928aae1e4110c5,mma_mixed_martial_arts,MMA,2023-07-30T02:00:00Z,Derrick Lewis,Marcos Rogerio de Lima,Marcos Rogerio de Lima,,,,,,,-110.0,100.0,,,,,,
0ea5908415e66a12ee365ab1b468b67a,mma_mixed_martial_arts,MMA,2023-06-24T17:15:00Z,Mateusz Rebecki,Loik Radzhabov,Loik Radzhabov,,,103.0,,100.0,,105.0,104.0,103.0,,,,,105.0
0ea5908415e66a12ee365ab1b468b67a,mma_mixed_martial_arts,MMA,2023-06-24T17:15:00Z,Mateusz Rebecki,Loik Radzhabov,Mateusz Rebecki,,,-123.0,,-130.0,,-125.0,-132.0,-123.0,,,,,-125.0
0f8b08c4a2dff81bbb2e7b7bd98ec14d,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,David Onama,Gabriel Santos,David Onama,185.0,180.0,195.0,185.0,180.0,,195.0,190.0,195.0,,,185.0,185.0,185.0
0f8b08c4a2dff81bbb2e7b7bd98ec14d,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,David Onama,Gabriel Santos,Gabriel Santos,-235.0,-225.0,-227.0,-235.0,-230.0,,-230.0,-250.0,-230.0,,,-235.0,-235.0,-225.0
23a74a066f3d7d5ade2bfd83c5278a7e,mma_mixed_martial_arts,MMA,2023-07-09T02:40:00Z,Jalin Turner,Daniel Hooker,Daniel Hooker,,,,,,,160.0,154.0,,,,,,160.0
23a74a066f3d7d5ade2bfd83c5278a7e,mma_mixed_martial_arts,MMA,2023-07-09T02:40:00Z,Jalin Turner,Daniel Hooker,Jalin Turner,,,,,,,-190.0,-200.0,,,,,,-190.0
31da288a1e849f7eebb8ad2ba93b6fba,mma_mixed_martial_arts,MMA,2023-07-09T03:30:00Z,Brandon Moreno,Alexandre Pantoja,Alexandre Pantoja,,150.0,,,,,145.0,144.0,,,,,,
31da288a1e849f7eebb8ad2ba93b6fba,mma_mixed_martial_arts,MMA,2023-07-09T03:30:00Z,Brandon Moreno,Alexandre Pantoja,Brandon Moreno,,-185.0,,,,,-170.0,-186.0,,,,,,
32ef2c3e2345f4e9341cb8c5fcc5121a,mma_mixed_martial_arts,MMA,2023-07-30T02:00:00Z,Ikram Aliskerov,Paulo Henrique Costa,Ikram Aliskerov,,,,,,,-125.0,-120.0,,,,,,
32ef2c3e2345f4e9341cb8c5fcc5121a,mma_mixed_martial_arts,MMA,2023-07-30T02:00:00Z,Ikram Aliskerov,Paulo Henrique Costa,Paulo Henrique Costa,,,,,,,105.0,-106.0,,,,,,
3510f8d01a13f0a6a81ef9d1e4358182,mma_mixed_martial_arts,MMA,2023-09-09T05:00:00Z,Jon Jones,Stipe Miocic,Jon Jones,,,,,,,,-310.0,,,,,,
3510f8d01a13f0a6a81ef9d1e4358182,mma_mixed_martial_arts,MMA,2023-09-09T05:00:00Z,Jon Jones,Stipe Miocic,Stipe Miocic,,,,,,,,230.0,,,,,,
3b48b4c2467fd42821c2f48988aaeda3,mma_mixed_martial_arts,MMA,2023-06-17T02:00:00Z,Vadim Nemkov,Yoel Romero,Vadim Nemkov,,-500.0,,,-550.0,,,,-549.0,-666.0,,,-625.0,
3b48b4c2467fd42821c2f48988aaeda3,mma_mixed_martial_arts,MMA,2023-06-17T02:00:00Z,Vadim Nemkov,Yoel Romero,Yoel Romero,,360.0,,,375.0,,,,400.0,361.0,,,375.0,
57e014e5f7614559752dfd63bcba9846,mma_mixed_martial_arts,MMA,2023-06-17T23:45:00Z,Ronnie Lawrence,Daniel Argueta,Daniel Argueta,155.0,165.0,165.0,155.0,155.0,154.0,165.0,160.0,165.0,149.0,160.0,155.0,155.0,160.0
57e014e5f7614559752dfd63bcba9846,mma_mixed_martial_arts,MMA,2023-06-17T23:45:00Z,Ronnie Lawrence,Daniel Argueta,Ronnie Lawrence,-195.0,-200.0,-189.0,-195.0,-190.0,-190.0,-195.0,-190.0,-190.0,-192.0,-190.0,-195.0,-195.0,-190.0
5b28734e9c36e00da32c2bd88d2370ab,mma_mixed_martial_arts,MMA,2023-06-18T01:45:00Z,Jimmy Flick,Alessandro Costa,Alessandro Costa,-278.0,-275.0,-278.0,-278.0,-285.0,-275.0,-280.0,-290.0,-277.0,-270.0,-260.0,-278.0,-278.0,-260.0
5b28734e9c36e00da32c2bd88d2370ab,mma_mixed_martial_arts,MMA,2023-06-18T01:45:00Z,Jimmy Flick,Alessandro Costa,Jimmy Flick,215.0,220.0,237.0,215.0,215.0,215.0,235.0,225.0,237.0,205.0,210.0,215.0,215.0,210.0
5c234ab5b6c8625b9b2dd63b066ad247,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Tatsuro Taira,Kleydson Rodrigues,Kleydson Rodrigues,275.0,,270.0,275.0,250.0,,280.0,280.0,270.0,,,275.0,275.0,280.0
5c234ab5b6c8625b9b2dd63b066ad247,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Tatsuro Taira,Kleydson Rodrigues,Tatsuro Taira,-375.0,,-333.0,-375.0,-350.0,,-340.0,-390.0,-330.0,,,-375.0,-375.0,-360.0
5d2b689e496d4de0cd321e022597128f,mma_mixed_martial_arts,MMA,2023-06-17T23:15:00Z,Modestas Bukauskas,Zac Pauga,Modestas Bukauskas,-200.0,-210.0,-208.0,-200.0,-190.0,-200.0,-200.0,-190.0,-210.0,-196.0,-200.0,-200.0,-200.0,-200.0
5d2b689e496d4de0cd321e022597128f,mma_mixed_martial_arts,MMA,2023-06-17T23:15:00Z,Modestas Bukauskas,Zac Pauga,Zac Pauga,160.0,165.0,180.0,160.0,155.0,162.0,170.0,160.0,180.0,153.0,170.0,160.0,160.0,170.0
5eef9f47d65ab6ad4f04b07837ce7d0e,mma_mixed_martial_arts,MMA,2023-06-17T01:00:28Z,Wladmir Gouvea,Gabriel Sayeg,Gabriel Sayeg,,,,,350.0,,,,475.0,323.0,,,335.0,
5eef9f47d65ab6ad4f04b07837ce7d0e,mma_mixed_martial_arts,MMA,2023-06-17T01:00:28Z,Wladmir Gouvea,Gabriel Sayeg,Wladmir Gouvea,,,,,-500.0,,,,-649.0,-588.0,,,-530.0,
5fa4c8bd922372b33b1730690dd22e54,mma_mixed_martial_arts,MMA,2023-06-17T00:45:28Z,Kyle Crutchmer,Bobby Nash,Bobby Nash,,200.0,,,210.0,,,,235.0,197.0,,,170.0,
5fa4c8bd922372b33b1730690dd22e54,mma_mixed_martial_arts,MMA,2023-06-17T00:45:28Z,Kyle Crutchmer,Bobby Nash,Kyle Crutchmer,,-250.0,,,-270.0,,,,-275.0,-303.0,,,-245.0,
72acbbe01c651bbd26add35f9d955f21,mma_mixed_martial_arts,MMA,2023-06-17T01:45:28Z,Corey Anderson,Phil Davis,Corey Anderson,,-175.0,,,-175.0,,,,-175.0,-200.0,,,-190.0,
72acbbe01c651bbd26add35f9d955f21,mma_mixed_martial_arts,MMA,2023-06-17T01:45:28Z,Corey Anderson,Phil Davis,Phil Davis,,145.0,,,145.0,,,,150.0,136.0,,,138.0,
73ef2b327614e7b7c17722457ce1ade8,mma_mixed_martial_arts,MMA,2023-07-09T04:00:00Z,Robert Whittaker,Dricus Du Plessis,Dricus Du Plessis,275.0,280.0,,275.0,,,290.0,280.0,,,,275.0,275.0,
73ef2b327614e7b7c17722457ce1ade8,mma_mixed_martial_arts,MMA,2023-07-09T04:00:00Z,Robert Whittaker,Dricus Du Plessis,Robert Whittaker,-385.0,-375.0,,-385.0,,,-350.0,-390.0,,,,-385.0,-385.0,
762b94d13196acc0d711046eeee2a8f3,mma_mixed_martial_arts,MMA,2023-06-17T00:10:28Z,Mike Hamel,Shamil Nikaev,Mike Hamel,,110.0,,,100.0,,,,-110.0,-103.0,,,110.0,
762b94d13196acc0d711046eeee2a8f3,mma_mixed_martial_arts,MMA,2023-06-17T00:10:28Z,Mike Hamel,Shamil Nikaev,Shamil Nikaev,,-135.0,,,-130.0,,,,-110.0,-140.0,,,-152.0,
7c8db77f14678eec266d082b2b6a7baa,mma_mixed_martial_arts,MMA,2023-08-20T03:00:00Z,Aljamain Sterling,Sean O'Malley,Aljamain Sterling,,-375.0,,,,,-255.0,-295.0,-270.0,,,,,
7c8db77f14678eec266d082b2b6a7baa,mma_mixed_martial_arts,MMA,2023-08-20T03:00:00Z,Aljamain Sterling,Sean O'Malley,Sean O'Malley,,220.0,,,,,215.0,220.0,230.0,,,,,
807b3fdfe9226dc7683465cdfd5c9f96,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Tabatha Ricci,Gillian Robertson,Gillian Robertson,102.0,,105.0,102.0,100.0,,105.0,114.0,105.0,,,102.0,102.0,110.0
807b3fdfe9226dc7683465cdfd5c9f96,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Tabatha Ricci,Gillian Robertson,Tabatha Ricci,-127.0,,-125.0,-127.0,-130.0,,-125.0,-146.0,-125.0,,,-127.0,-127.0,-130.0
8112f6f972f79eafe9c5fcf281b8584e,mma_mixed_martial_arts,MMA,2023-06-18T02:45:00Z,Nikolas Motta,Manuel Torres,Manuel Torres,-186.0,-185.0,-179.0,-186.0,-190.0,-185.0,-195.0,-188.0,-178.0,-192.0,-190.0,-186.0,-186.0,-180.0
8112f6f972f79eafe9c5fcf281b8584e,mma_mixed_martial_arts,MMA,2023-06-18T02:45:00Z,Nikolas Motta,Manuel Torres,Nikolas Motta,150.0,150.0,153.0,150.0,155.0,155.0,165.0,152.0,153.0,148.0,160.0,150.0,150.0,155.0
8f5ea7620f1e333e2c273c7629f6e40d,mma_mixed_martial_arts,MMA,2023-09-17T06:00:00Z,Conor McGregor,Michael Chandler,Conor McGregor,,,,,,,,-118.0,,,,,,
8f5ea7620f1e333e2c273c7629f6e40d,mma_mixed_martial_arts,MMA,2023-09-17T06:00:00Z,Conor McGregor,Michael Chandler,Michael Chandler,,,,,,,,-108.0,,,,,,
8fc9a1bf9abcc2579dadee838185e7cb,mma_mixed_martial_arts,MMA,2023-06-18T03:45:00Z,Christian Leroy Duncan,Armen Petrosyan,Armen Petrosyan,120.0,125.0,,120.0,,,135.0,,,120.0,130.0,120.0,120.0,
8fc9a1bf9abcc2579dadee838185e7cb,mma_mixed_martial_arts,MMA,2023-06-18T03:45:00Z,Christian Leroy Duncan,Armen Petrosyan,Christian Leroy Duncan,-150.0,-155.0,,-150.0,,,-155.0,,,-153.0,-150.0,-150.0,-150.0,
979f54faffc25c1dbfb8942c743706e4,mma_mixed_martial_arts,MMA,2023-07-30T05:00:00Z,Dustin Poirier,Justin Gaethje,Dustin Poirier,,,-125.0,-130.0,,,-130.0,-130.0,-125.0,,,-130.0,-130.0,
979f54faffc25c1dbfb8942c743706e4,mma_mixed_martial_arts,MMA,2023-07-30T05:00:00Z,Dustin Poirier,Justin Gaethje,Justin Gaethje,,,105.0,106.0,,,110.0,102.0,105.0,,,106.0,106.0,
9e84c2ee9dc668befa4fc90f85f7b5e0,mma_mixed_martial_arts,MMA,2023-06-16T23:55:28Z,Norbert Novenyi Jr.,Kamil Oniszczuk,Kamil Oniszczuk,,185.0,,,180.0,,,,195.0,167.0,,,155.0,
9e84c2ee9dc668befa4fc90f85f7b5e0,mma_mixed_martial_arts,MMA,2023-06-16T23:55:28Z,Norbert Novenyi Jr.,Kamil Oniszczuk,Norbert Novenyi Jr.,,-225.0,,,-230.0,,,,-230.0,-250.0,,,-225.0,
a1051790499e673cf11a4074ac0b4315,mma_mixed_martial_arts,MMA,2023-06-24T19:00:00Z,Brendan Allen,Bruno Silva,Brendan Allen,-180.0,-165.0,-156.0,-180.0,-160.0,,-165.0,-188.0,-156.0,,,-180.0,-180.0,-165.0
a1051790499e673cf11a4074ac0b4315,mma_mixed_martial_arts,MMA,2023-06-24T19:00:00Z,Brendan Allen,Bruno Silva,Bruno Silva,143.0,135.0,136.0,143.0,130.0,,140.0,146.0,136.0,,,143.0,143.0,140.0
a4ba9e46dfcf2825879f784cedd78598,mma_mixed_martial_arts,MMA,2023-06-24T16:25:00Z,Trevor Peek,Victor Martinez,Trevor Peek,,,,,,,-255.0,-265.0,,,,,,
a4ba9e46dfcf2825879f784cedd78598,mma_mixed_martial_arts,MMA,2023-06-24T16:25:00Z,Trevor Peek,Victor Martinez,Victor Martinez,,,,,,,215.0,200.0,,,,,,
a4de95a936a6083a241fc4f6200acc3d,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Benoit Saint-Denis,Ismael Bonfim,Benoit Saint-Denis,,,205.0,,190.0,,205.0,,205.0,,,,,
a4de95a936a6083a241fc4f6200acc3d,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Benoit Saint-Denis,Ismael Bonfim,Ismael Bonfim,,,-238.0,,-240.0,,-245.0,,-240.0,,,,,
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,Richie Smullen,,650.0,,,575.0,,,,700.0,484.0,,,460.0,
aaed63fe1d94f20607d8e7d9636f882d,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Timur Khizriev,Richie Smullen,Timur Khizriev,,-1100.0,,,-950.0,,,,-1000.0,-1111.0,,,-910.0,
ae8c68ce0c99be915714591b1d26196a,mma_mixed_martial_arts,MMA,2023-12-31T21:00:00Z,Conor McGregor,Michael Chandler,Conor McGregor,,,,,,,-110.0,,,,,,,
ae8c68ce0c99be915714591b1d26196a,mma_mixed_martial_arts,MMA,2023-12-31T21:00:00Z,Conor McGregor,Michael Chandler,Michael Chandler,,,,,,,-110.0,,,,,,,
afde96590e242064c3b6051af1583505,mma_mixed_martial_arts,MMA,2023-06-17T02:15:28Z,Sergio Pettis,Patricio Pitbull,Patricio Pitbull,,-165.0,,,,,,,,,,,-165.0,
afde96590e242064c3b6051af1583505,mma_mixed_martial_arts,MMA,2023-06-17T02:15:28Z,Sergio Pettis,Patricio Pitbull,Sergio Pettis,,135.0,,,,,,,,,,,123.0,
b5d9b603b7c8e575ce993c7425085978,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Abdul Razak Alhassan,Brunno Ferreira,Abdul Razak Alhassan,,,145.0,,140.0,,145.0,,145.0,,,,,
b5d9b603b7c8e575ce993c7425085978,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Abdul Razak Alhassan,Brunno Ferreira,Brunno Ferreira,,,-169.0,,-170.0,,-170.0,,-170.0,,,,,
bc4c81da449cd357d8ce602a2235f990,mma_mixed_martial_arts,MMA,2023-06-24T21:00:00Z,Ilia Topuria,Josh Emmett,Ilia Topuria,-335.0,-300.0,-312.0,-335.0,-320.0,,-325.0,-340.0,-310.0,,,-335.0,-335.0,-320.0
bc4c81da449cd357d8ce602a2235f990,mma_mixed_martial_arts,MMA,2023-06-24T21:00:00Z,Ilia Topuria,Josh Emmett,Josh Emmett,250.0,240.0,260.0,250.0,240.0,,270.0,250.0,260.0,,,250.0,250.0,250.0
bd8675531508b6a3f8a3ee92a06f07c0,mma_mixed_martial_arts,MMA,2023-06-18T01:15:00Z,Kyung Ho Kang,Cristian Quinonez,Cristian Quinonez,-148.0,,-141.0,-148.0,-140.0,-145.0,-135.0,-148.0,-140.0,-151.0,,-148.0,-148.0,-150.0
bd8675531508b6a3f8a3ee92a06f07c0,mma_mixed_martial_arts,MMA,2023-06-18T01:15:00Z,Kyung Ho Kang,Cristian Quinonez,Kyung Ho Kang,118.0,,120.0,118.0,110.0,120.0,115.0,120.0,120.0,118.0,,118.0,118.0,125.0
bde2c401fcc1ba035d2c7d28b5597e0d,mma_mixed_martial_arts,MMA,2023-06-17T00:30:28Z,Pieter Buist,Gadzhi Rabadanov,Gadzhi Rabadanov,,-1100.0,,,-1000.0,,,,-1493.0,,,,-1115.0,
bde2c401fcc1ba035d2c7d28b5597e0d,mma_mixed_martial_arts,MMA,2023-06-17T00:30:28Z,Pieter Buist,Gadzhi Rabadanov,Pieter Buist,,700.0,,,600.0,,,,850.0,,,,575.0,
bf26023dd11f1268729bc2858af5ff37,mma_mixed_martial_arts,MMA,2023-06-18T03:15:00Z,Pat Sabatini,Lucas Almeida,Lucas Almeida,155.0,165.0,170.0,155.0,165.0,159.0,170.0,160.0,170.0,153.0,160.0,155.0,155.0,160.0
bf26023dd11f1268729bc2858af5ff37,mma_mixed_martial_arts,MMA,2023-06-18T03:15:00Z,Pat Sabatini,Lucas Almeida,Pat Sabatini,-200.0,-200.0,-200.0,-200.0,-210.0,-197.0,-200.0,-200.0,-200.0,-196.0,-190.0,-200.0,-200.0,-190.0
c95bde420ead611985bb712fbb9c87c5,mma_mixed_martial_arts,MMA,2023-06-24T19:00:00Z,Amanda Ribas,Maycee Barber,Amanda Ribas,-180.0,-185.0,-185.0,-180.0,-190.0,,-175.0,-180.0,-185.0,,,-180.0,-180.0,-175.0
c95bde420ead611985bb712fbb9c87c5,mma_mixed_martial_arts,MMA,2023-06-24T19:00:00Z,Amanda Ribas,Maycee Barber,Maycee Barber,143.0,150.0,160.0,143.0,155.0,,150.0,140.0,160.0,,,143.0,143.0,150.0
cb93bf8ccd3c51ccfdc460c75f4be94f,mma_mixed_martial_arts,MMA,2023-06-18T00:15:00Z,Tereza Bleda,Gabriella Fernandes,Gabriella Fernandes,180.0,185.0,195.0,180.0,175.0,183.0,190.0,198.0,195.0,185.0,190.0,180.0,180.0,190.0
cb93bf8ccd3c51ccfdc460c75f4be94f,mma_mixed_martial_arts,MMA,2023-06-18T00:15:00Z,Tereza Bleda,Gabriella Fernandes,Tereza Bleda,-230.0,-225.0,-227.0,-230.0,-220.0,-225.0,-225.0,-250.0,-230.0,-243.0,-240.0,-230.0,-230.0,-230.0
d4ab364d94585fe36f32cc65e1714f57,mma_mixed_martial_arts,MMA,2023-06-18T04:20:00Z,Marvin Vettori,Jared Cannonier,Jared Cannonier,102.0,105.0,-101.0,102.0,-110.0,,105.0,104.0,-101.0,100.0,105.0,102.0,102.0,105.0
d4ab364d94585fe36f32cc65e1714f57,mma_mixed_martial_arts,MMA,2023-06-18T04:20:00Z,Marvin Vettori,Jared Cannonier,Marvin Vettori,-125.0,-125.0,-119.0,-125.0,-120.0,,-125.0,-128.0,-119.0,-126.0,-125.0,-125.0,-125.0,-125.0
d5acbb7031d863120007556e6ea6e046,mma_mixed_martial_arts,MMA,2023-07-09T02:15:00Z,Bo Nickal,Tresean Gore,Bo Nickal,,-900.0,,,,,-850.0,-1000.0,,,,,,
d5acbb7031d863120007556e6ea6e046,mma_mixed_martial_arts,MMA,2023-07-09T02:15:00Z,Bo Nickal,Tresean Gore,Tresean Gore,,550.0,,,,,600.0,560.0,,,,,,
d97cf3d50b5dd006e66d4cf20d961824,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Ariane Lipski,Melissa Gatto,Ariane Lipski,,,137.0,,125.0,,145.0,,137.0,,145.0,,,
d97cf3d50b5dd006e66d4cf20d961824,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Ariane Lipski,Melissa Gatto,Melissa Gatto,,,-156.0,,-155.0,,-170.0,,-157.0,,-165.0,,,
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,Alex Polizzi,,-135.0,,,-140.0,,,,-144.0,-153.0,,,-148.0,
e0742e56884f7169d3bd4415bfd0500b,mma_mixed_martial_arts,MMA,2023-06-17T03:15:28Z,Karl Moore,Alex Polizzi,Karl Moore,,110.0,,,110.0,,,,124.0,106.0,,,106.0,
e3f38fd4e4ea0386ba8c4d746472a28b,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Jamall Emmers,Jack Jenkins,Jack Jenkins,143.0,,150.0,143.0,145.0,,150.0,142.0,150.0,,,143.0,143.0,150.0
e3f38fd4e4ea0386ba8c4d746472a28b,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Jamall Emmers,Jack Jenkins,Jamall Emmers,-180.0,,-175.0,-180.0,-175.0,,-175.0,-184.0,-175.0,,,-180.0,-180.0,-175.0
e53ef32449fc4596da16d24ce748d732,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Abusupyian Magomedov,Sean Strickland,Abusupyian Magomedov,,,148.0,,145.0,,150.0,,148.0,,150.0,,,150.0
e53ef32449fc4596da16d24ce748d732,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Abusupyian Magomedov,Sean Strickland,Sean Strickland,,,-172.0,,-175.0,,-175.0,,-173.0,,-170.0,,,-175.0
e969f6893c92fd92ff32e9c85b833b05,mma_mixed_martial_arts,MMA,2023-07-30T02:00:00Z,Kevin Holland,Michael Chiesa,Kevin Holland,,,,,,,-175.0,-186.0,,,,,,
e969f6893c92fd92ff32e9c85b833b05,mma_mixed_martial_arts,MMA,2023-07-30T02:00:00Z,Kevin Holland,Michael Chiesa,Michael Chiesa,,,,,,,150.0,144.0,,,,,,
eaaad4ae54c0a6cf5be5e5ef91d52816,mma_mixed_martial_arts,MMA,2023-07-09T04:00:00Z,Alex Volkanovski,Yair Rodriguez,Alex Volkanovski,-435.0,-450.0,-417.0,-435.0,,,-425.0,-460.0,-426.0,,,-435.0,-435.0,
eaaad4ae54c0a6cf5be5e5ef91d52816,mma_mixed_martial_arts,MMA,2023-07-09T04:00:00Z,Alex Volkanovski,Yair Rodriguez,Yair Rodriguez,330.0,340.0,325.0,330.0,,,340.0,320.0,325.0,,,330.0,330.0,
f17b4736f9ca6fe501bea210ba8d708c,mma_mixed_martial_arts,MMA,2023-07-30T04:00:00Z,Stephen Thompson,Michel Pereira,Michel Pereira,,,,,,,185.0,176.0,,,,,,
f17b4736f9ca6fe501bea210ba8d708c,mma_mixed_martial_arts,MMA,2023-07-30T04:00:00Z,Stephen Thompson,Michel Pereira,Stephen Thompson,,,,,,,-215.0,-230.0,,,,,,
f48ea97ebf7752999cf5d61e57d1a05f,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Max Griffin,Michael Morales,Max Griffin,,,175.0,,165.0,,175.0,,175.0,,,,,
f48ea97ebf7752999cf5d61e57d1a05f,mma_mixed_martial_arts,MMA,2023-07-01T23:15:00Z,Max Griffin,Michael Morales,Michael Morales,,,-204.0,,-210.0,,-205.0,,-205.0,,,,,
f7e45793f6102bd18ab12bbe150a491b,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Justin Tafa,Austen Lane,Austen Lane,143.0,150.0,155.0,143.0,150.0,,155.0,144.0,155.0,,,143.0,143.0,155.0
f7e45793f6102bd18ab12bbe150a491b,mma_mixed_martial_arts,MMA,2023-06-24T16:00:00Z,Justin Tafa,Austen Lane,Justin Tafa,-180.0,-185.0,-179.0,-180.0,-180.0,,-180.0,-186.0,-180.0,,,-180.0,-180.0,-180.0
fac029212d3d4ed2f33e63b2c02791ed,mma_mixed_martial_arts,MMA,2023-06-18T04:15:00Z,Arman Tsarukyan,Joaquim Silva,Arman Tsarukyan,-1115.0,-1100.0,-1000.0,-1115.0,-1000.0,-1200.0,-1050.0,-1250.0,-1000.0,-1250.0,-1000.0,-1115.0,-1115.0,-1100.0
fac029212d3d4ed2f33e63b2c02791ed,mma_mixed_martial_arts,MMA,2023-06-18T04:15:00Z,Arman Tsarukyan,Joaquim Silva,Joaquim Silva,650.0,675.0,700.0,650.0,600.0,650.0,700.0,710.0,700.0,625.0,650.0,650.0,650.0,700.0
fcbb357a43760b6cdd7c7a20c3dc2326,mma_mixed_martial_arts,MMA,2023-07-30T02:00:00Z,Jan Blachowicz,Alex Pereira,Alex Pereira,,,,,,,130.0,128.0,,,,,,
